entity_id	name	type
E13679	Aleksandr Yegolin	human
E13680	Blonde Ambition	film
E13681	Christina Aguilera	human
E13682	Jemima Goldsmith	human
E13683	Katy Perry	human
E13684	Linda Perry	human
E13685	Fu Foundation School of Engineering and Applied Science	school
E13686	Jaclyn Smith	human
E13687	Batman Returns	film
E13688	William Dean Howells	human
E13689	Carlos Chávez	human
E13690	Isambard Kingdom Brunel	human
E13691	Nikolai Stojanov	human
E13692	Brooke Shields	human
E13693	Joseph Hubert Reinkens	human
E13694	Martin Brest	human
E13695	Kumar Bhattacharyya, Baron Bhattacharyya	human
E13696	Zygmunt Krasiński	human
E13697	Isaac Abrabanel	human
E13698	Jersey City	city_in_new_jersey
E13699	Mitch Kapor	human
E13700	Joseph Wedderburn	human
E13701	Pierre Schaeffer	human
E13702	Hermann Bahr	human
E13703	rock music	music_genre
E13704	Nikolaus Pevsner	human
E13705	baseball player	profession
E13706	Herman Hollerith	human
E13707	University of Texas at Austin	original_public_ivy
E13708	Prussia	historical_country
E13709	Mamie Van Doren	human
E13710	Nikolaus Dumba	human
E13711	Baden-Württemberg	state_of_germany
E13712	Mos Def	human
E13713	Emmanuelle Riva	human
E13714	Jacob Ziv	human
E13715	Robert Ley	human
E13716	conspiracy theorist	occupation
E13717	Brittany Snow	human
E13718	L'Express (Neuchâtel)	daily_newspaper
E13719	Bernard Werber	human
E13720	Antje Nikola Mönning	human
E13721	The Bronx High School of Science	high_school
E13722	Burt Young	human
E13723	G. K. Chesterton	human
E13724	Terry Melcher	human
E13725	François Ozon	human
E13726	Hugues Panassié	human
E13727	Steffen Möller	human
E13728	Carl Gustaf Emil Mannerheim	human
E13729	Chiwetel Ejiofor	human
E13730	Christine Guldbrandsen	human
E13731	Karl vom Stein zum Altenstein	human
E13732	Helma Sanders-Brahms	human
E13733	Amitabh Bachchan	human
E13734	Amelia	film
E13735	Robert Samuel Langer, Jr.	human
E13736	Ousmane Sembène	human
E13737	Jean Ichbiah	human
E13738	Christoph Waltz	human
E13739	Elliott Erwitt	human
E13740	Gerd Bucerius	human
E13741	Jeffrey Wright	human
E13742	Patricia Arquette	human
E13743	Vatican City	sovereign_state
E13744	University of Minnesota	land_grant_university
E13745	Pyotr Vyazemsky	human
E13746	Kate Winslet	human
E13747	Franz Theodor Kugler	human
E13748	Lisa Loeb	human
E13749	melodrama	art_genre
E13750	Anne Applebaum	human
E13751	Danica McKellar	human
E13752	Amar Bose	human
E13753	Blake Clark	human
E13754	William Redington Hewlett	human
E13755	Pier Paolo Pasolini	human
E13756	Atlanta	county_seat
E13757	August Rohling	human
E13758	Roland Penrose	human
E13759	Cage	human
E13760	Link Wray	human
E13761	Nicole Garcia	human
E13762	Pierre Henry	human
E13763	Dierks Bentley	human
E13764	André Kertész	human
E13765	Moscow Imperial University	imperial_university_of_the_russian_empire
E13766	Michael Penn	human
E13767	Edmond O'Brien	human
E13768	Daniel Hillel	human
E13769	Maxim Gorky Literature Institute	higher_education_institution
E13770	Edith Wilson	human
E13771	Zelman Cowen	human
E13772	Demi Lovato	human
E13773	The Butterfly Effect	film
E13774	Dana Dawson	human
E13775	Sophia Getzowa	human
E13776	David Beckham	human
E13777	theatre critic	profession
E13778	Bluebird	record_label
E13779	Naturi Naughton	human
E13780	Manuel de Pedrolo i Molina	human
E13781	Michael Fisher	human
E13782	Junkie XL	human
E13783	Roberto Bolaño	human
E13784	Reteos Berberian	human
E13785	Alan MacDiarmid	human
E13786	Ivan Cankar	human
E13787	Hidetsugu Yagi	human
E13788	20th century	century
E13789	German Progress Party	political_party
E13790	Victor Gruen	human
E13791	Jacques Derrida	human
E13792	Shirin Ebadi	human
E13793	Dita von Teese	human
E13794	Roya Hakakian	human
E13795	Pearl Bailey	human
E13796	Nelly	human
E13797	Idith Zertal	human
E13798	John Wesley	human
E13799	Lonnie Liston Smith	human
E13800	Sin City	film
E13801	Ann Coulter	human
E13802	Yuri Gagarin	human
E13803	University of Kansas	publisher
E13804	Roger Corman	human
E13805	Patti Austin	human
E13806	Robert E. Howard	human
E13807	Baku	capital
E13808	teen film	film_genre
E13809	Helen Churchill Candee	human
E13810	amyotrophic lateral sclerosis	monogenic_disease
E13811	John Dalberg-Acton, 1st Baron Acton	human
E13812	Friedrich Rückert	human
E13813	University of Kiel	university
E13814	William Gibbs McAdoo	human
E13815	Rhapsody	film
E13816	Jill Ireland	human
E13817	Nikos Kazantzakis	human
E13818	James Gandolfini	human
E13819	Olivera Katarina	human
E13820	Christian Charles Josias von Bunsen	human
E13821	Sezen Aksu	human
E13822	Mary, Queen of Scots	human
E13823	Helena Paparizou	human
E13824	Rick Parfitt	human
E13825	Maurice Genevoix	human
E13826	Alexander Sidorenko	human
E13827	Académie des Sciences Morales et Politiques	academy
E13828	The Face of Fu Manchu	film
E13829	Booboo Stewart	human
E13830	Royal Swedish Academy of Engineering Sciences	swedish_royal_academies
E13831	Fritz Eberhard	human
E13832	Wayn Traub	human
E13833	Martin H. Glynn	human
E13834	Geraldine Ferraro	human
E13835	Sue Grafton	human
E13836	Tigran Petrosian	human
E13837	Bessie Smith	human
E13838	Antonio Abetti	human
E13839	Maria Aitken	human
E13840	Shigeru Joshima	human
E13841	Fritz Gäbler	human
E13842	Victor Henri	human
E13843	Marcia Gay Harden	human
E13844	Ali Smith	human
E13845	Andrew McMahon	human
E13846	Prince Ludwig Ferdinand of Bavaria	human
E13847	Kevin Dunn	human
E13848	Georgy Zhukov	human
E13849	Alive	film
E13850	American History X	film
E13851	Caligula	film
E13852	Philip Holmes	human
E13853	F. Scott Fitzgerald	human
E13854	Alicia Vikander	human
E13855	Dmitry Medvedev	human
E13856	Wales	nation
E13857	Leo Amery	human
E13858	Ludwig Friedländer	human
E13859	First Knight	film
E13860	soul music	music_genre
E13861	Uzbekistan	country
E13862	Jeffrey Tambor	human
E13863	Tilda Swinton	human
E13864	Yuri Kosygin	human
E13865	Looper	film
E13866	Andreas Gryphius	human
E13867	Teknolust	film
E13868	Ludwig Erhard	human
E13869	Mack Sennett	human
E13870	Michael Bennett	human
E13871	Vasily Shukshin	human
E13872	John Adams	human
E13873	Angélica Liddell	human
E13874	Georg Gradnauer	human
E13875	European Space Agency	intergovernmental_organization
E13876	Patricia Neal	human
E13877	Ödön von Horváth	human
E13878	Up in the Air	film
E13879	Ulrich von Hutten	human
E13880	Jean-Marie Gustave Le Clézio	human
E13881	Michel Faber	human
E13882	James R. Rice	human
E13883	Herman Francis Mark	human
E13884	Mercury Rising	film
E13885	George W. Romney	human
E13886	Amherst College	liberal_arts_college
E13887	Tamara Bunke	human
E13888	Jennifer Aniston	human
E13889	Ksenia Solo	human
E13890	Jackie Mittoo	human
E13891	Cornwall	historic_county_of_england
E13892	Gambia	country
E13893	Francesca Caccini	human
E13894	Gertrude Stein	human
E13895	Masaru Ibuka	human
E13896	Paraguay	country
E13897	Frédéric Joliot-Curie	human
E13898	Rio de Janeiro	municipality_of_brazil
E13899	Pau Donés	human
E13900	David H. Koch	human
E13901	Joe Pantoliano	human
E13902	Georg Hans Madelung	human
E13903	Cain/Keyne	human
E13904	Ada María Elflein	human
E13905	saxophone	woodwind_instrument
E13906	University of London	university
E13907	Wesley Willis	human
E13908	Lord Byron	human
E13909	cabaret artist	profession
E13910	Studio City	neighborhood
E13911	Charles Warren Stoddard	human
E13912	Fred Rose	human
E13913	Jean-Baptiste-Antoine Suard	human
E13914	Speyer	independent_city_of_germany
E13915	Alois Rzach	human
E13916	Reinhard Heydrich	human
E13917	Ferdinand von Saar	human
E13918	Francis Bebey	human
E13919	Eddie Jordan	human
E13920	Charles Tomlinson	human
E13921	King Kong	film
E13922	English	natural_language
E13923	Henry Villard	human
E13924	Cheryl	human
E13925	Mexico	country
E13926	Deborah Cavendish, Duchess of Devonshire	human
E13927	Nepal	sovereign_state
E13928	Barthold Georg Niebuhr	human
E13929	Kate Voegele	human
E13930	Rob Morrow	human
E13931	Clifford D. Simak	human
E13932	Renate Riemeck	human
E13933	Louise Bryant	human
E13934	Rudolf Christoph Eucken	human
E13935	Rita Pavone	human
E13936	Max von Forckenbeck	human
E13937	Zack de la Rocha	human
E13938	Theodore Roosevelt	human
E13939	Fritz Fischer	human
E13940	Abraham Wald	human
E13941	Artur Adson	human
E13942	Patrick Wilson	human
E13943	Margaret Fuller	human
E13944	Christopher Walken	human
E13945	Heinrich Leo	human
E13946	Royal Conservatory of Brussels	building
E13947	Karin Struck	human
E13948	Anders Bagge	human
E13949	Nancy Mitford	human
E13950	Rosalinda Celentano	human
E13951	Episcopal Church	christian_denomination
E13952	Emma Andiyevska	human
E13953	Zabihollah Safa	human
E13954	decapitation	cause_of_death
E13955	Dale Dye	human
E13956	Valie Export	human
E13957	Hitchcock	film
E13958	Ed Sanders	human
E13959	Kevin Federline	human
E13960	Stipe Erceg	human
E13961	Anastasia Griffith	human
E13962	Rita Mae Brown	human
E13963	Paul Klee	human
E13964	Paul Lindau	human
E13965	Howard Florey	human
E13966	Loretta Devine	human
E13967	various genre	music_genre
E13968	John Ambrose Fleming	human
E13969	B.J. Thomas	human
E13970	Jacques Tati	human
E13971	Turkmenistan	landlocked_country
E13972	pedagogue	profession
E13973	Jackson Rathbone	human
E13974	Buzz Aldrin	human
E13975	Dean Brown	human
E13976	Gustav Freytag	human
E13977	Alice Eve	human
E13978	Inglewood Park Cemetery	cemetery
E13979	Clarence Clemons	human
E13980	Ghosts of Girlfriends Past	film
E13981	Shin Koyamada	human
E13982	Jodi Benson	human
E13983	Blow Dry	film
E13984	Royal Society of Canada	academy_of_sciences
E13985	Andrew Lloyd Webber	human
E13986	Dragan Velikić	human
E13987	Arkady Babchenko	human
E13988	Carl Sandburg	human
E13989	Spanish Empire	empire
E13990	jazz guitarist	occupation
E13991	Andrew Ridgeley	human
E13992	John Ruskin	human
E13993	David Soul	human
E13994	Kal Penn	human
E13995	Ulrik Munther	human
E13996	Zélia Gattai	human
E13997	Taxi Driver	film
E13998	Jackie Evancho	human
E13999	Babette Michel	human
E14000	Heinrich Rickert	human
E14001	Gert Jonke	human
E14002	André Bellessort	human
E14003	Socialist Federal Republic of Yugoslavia	sovereign_state
E14004	Emilio Rosenblueth	human
E14005	Titanic	film
E14006	Twiggy Lawson	human
E14007	Warda Al-Jazairia	human
E14008	María Elena Walsh	human
E14009	family film	film_genre
E14010	Heinz-Hermann Koelle	human
E14011	Diana Arbenina	human
E14012	Brad Pitt	human
E14013	Fritz Lang	human
E14014	Saint Vincent and the Grenadines	country
E14015	Runaway Jury	film
E14016	Christ Church	college_of_the_university_of_oxford
E14017	Jon Foster	human
E14018	Joseph E. Stiglitz	human
E14019	Toni Basil	human
E14020	Edward Albert	human
E14021	Mikhail Zadornov	human
E14022	Enrique Granados	human
E14023	Nate Silver	human
E14024	Angie Stone	human
E14025	Mikhail Scherbakov	human
E14026	Candace Bushnell	human
E14027	The Proposal	film
E14028	Sadakichi Hartmann	human
E14029	Klaus Ebner	human
E14030	Georg Ludwig von Maurer	human
E14031	KRS-One	human
E14032	Pius II	human
E14033	Françoise Sagan	human
E14034	Isaak Brodsky	human
E14035	Notting Hill	film
E14036	Jeremy Brett	human
E14037	Richard Douglas Lane	human
E14038	Mayu Watanabe	human
E14039	Rush Hour	film
E14040	Viggo Mortensen	human
E14041	Chevy Chase	human
E14042	Martha Wainwright	human
E14043	Ghent	municipality_of_belgium
E14044	A Sound of Thunder	film
E14045	Primo Levi	human
E14046	Jaime Davidovich	human
E14047	Franz Liszt	human
E14048	Paris	capital
E14049	Siegfried Wagner	human
E14050	Tera Patrick	human
E14051	Arthur Crudup	human
E14052	ABC Records	record_label
E14053	Vladimir Prelog	human
E14054	Wall Street: Money Never Sleeps	film
E14055	Joaquín Balaguer	human
E14056	Purdue University	land_grant_university
E14057	John Koerner	human
E14058	Susan Rice	human
E14059	Etgar Keret	human
E14060	Alfred Newman	human
E14061	Bob Hoskins	human
E14062	Samantha Bond	human
E14063	Lloyd Nolan	human
E14064	David Warner	human
E14065	Bryan Greenberg	human
E14066	Kenny Rogers	human
E14067	Academy of Arts of the GDR	academy
E14068	Amazing Grace	film
E14069	Mahasweta Devi	human
E14070	Zweiohrküken	film
E14071	José Feliciano	human
E14072	Jason Freese	human
E14073	Hugo Bücking	human
E14074	Guillaume Apollinaire	human
E14075	Sacha Baron Cohen	human
E14076	The Cell	film
E14077	Elie Wiesel	human
E14078	Johann Joachim Schwabe	human
E14079	Maurice Ravel	human
E14080	Taipei	capital
E14081	rugby union player	profession
E14082	Arlington National Cemetery	military_cemetery
E14083	Teri Hatcher	human
E14084	Chris Farley	human
E14085	Eugenio de Ochoa	human
E14086	David Bryan	human
E14087	Necmettin Erbakan	human
E14088	Adam Müller	human
E14089	Anatoly Karpov	human
E14090	Sostiene Pereira	film
E14091	Sossina M. Haile	human
E14092	Chamillionaire	human
E14093	Charles-Valentin Alkan	human
E14094	Rudolf Wiegmann	human
E14095	Tony Conrad	human
E14096	Miguel de Unamuno	human
E14097	University of Madrid	university
E14098	Yma Sumac	human
E14099	Phoenix	city_of_the_united_states
E14100	Magic Johnson	human
E14101	Martin Gardner	human
E14102	Krefeld	independent_city_of_germany
E14103	Mario Bava	human
E14104	Irene Worth	human
E14105	Franz Schreker	human
E14106	Robert Rompe	human
E14107	war correspondent	profession
E14108	Académie des Beaux-Arts	academy
E14109	Louis Blanc	human
E14110	John Hall	human
E14111	Roberto Rossellini	human
E14112	Maja Haderlap	human
E14113	Tony Wilson	human
E14114	Lin Jaldati	human
E14115	Paul Morrissey	human
E14116	Hans Aumeier	human
E14117	Hervé Guibert	human
E14118	William Prager	human
E14119	Brooklyn	borough_of_new_york_city
E14120	Cairo University	public_university
E14121	Kajetan Kovič	human
E14122	Gillian Gilbert	human
E14123	Rise: Blood Hunter	film
E14124	Jan Sokol	human
E14125	Bibi Besch	human
E14126	memoirist	profession
E14127	Regina Spektor	human
E14128	Howard University	private_university
E14129	Maciej Rataj	human
E14130	Ben Jonson	human
E14131	Michel Gondry	human
E14132	Graham Greene	human
E14133	Caterina Valente	human
E14134	Alexei Lvov	human
E14135	Cleve Moler	human
E14136	Friedrich Hanssen	human
E14137	film director	profession
E14138	Vladimir Solovyov	human
E14139	Bill Monroe	human
E14140	Sienna Miller	human
E14141	Lee Dong-hae	human
E14142	Arthur Machen	human
E14143	Jean Lorrain	human
E14144	action thriller	film_genre
E14145	Lance Henriksen	human
E14146	Gustav Schwab	human
E14147	Gerhard Wagner	human
E14148	Urho Kekkonen	human
E14149	James Kottak	human
E14150	Sami Frashëri	human
E14151	Ciara	human
E14152	Star Trek: First Contact	film
E14153	Louis-Antoine Ranvier	human
E14154	Mike Love	human
E14155	Yvette Guilbert	human
E14156	Lena Olin	human
E14157	Antwerp	municipality_of_belgium
E14158	Swing Vote	film
E14159	Kevin Johnson	human
E14160	Salvatore Adamo	human
E14161	Francis Ford Coppola	human
E14162	Arnold Margolin	human
E14163	Giorgio de Chirico	human
E14164	Giorgio Scerbanenco	human
E14165	Ivan Kireyevsky	human
E14166	Yury Solomonov	human
E14167	Hans Pfitzner	human
E14168	CeeLo Green	human
E14169	A Nightmare on Elm Street	film
E14170	lecturer	profession
E14171	Berthold Auerbach	human
E14172	Allan Holdsworth	human
E14173	Michael Gore	human
E14174	Lynn Shelton	human
E14175	geneticist	profession
E14176	Confederation of the Rhine	napoleonic_client_state
E14177	Philipp Zorn	human
E14178	Kathleen Turner	human
E14179	Fritzi Massary	human
E14180	Alyssa Milano	human
E14181	Herbert Backe	human
E14182	Henry Morton Stanley	human
E14183	Uganda	country
E14184	Morrissey	human
E14185	Arthur Valerian Wellesley, 8th Duke of Wellington	human
E14186	Michael Redgrave	human
E14187	Alexz Johnson	human
E14188	Wilhelm Storck	human
E14189	Dawn Hampton	human
E14190	Lev Vygotsky	human
E14191	Oswald Pohl	human
E14192	Josh Radnor	human
E14193	Duke Ellington	human
E14194	1941	film
E14195	Silver Linings Playbook	film
E14196	François Mauriac	human
E14197	romance film	film_genre
E14198	AZ	human
E14199	Francis Bacon	human
E14200	James Kyson	human
E14201	Carlo Emilio Gadda	human
E14202	Curtain Call	film
E14203	Mayra Verónica	human
E14204	Johan Henric Kellgren	human
E14205	Northern Cemetery	cemetery
E14206	Habsburg Monarchy	historical_country
E14207	French	natural_language
E14208	political science	academic_degree
E14209	Irene Cara	human
E14210	University of Oregon	public_university
E14211	Pedro II of Brazil	human
E14212	Hans Wilhelmi	human
E14213	Bedřich Pacák	human
E14214	Arnold Schering	human
E14215	Carolina Michaëlis de Vasconcelos	human
E14216	Public Enemies	film
E14217	Schengen Area	administrative_territorial_entity
E14218	Robert Southey	human
E14219	Martin Luther King Jr.	human
E14220	Alice Faye	human
E14221	Borys Paton	human
E14222	Solomon Islands	country
E14223	A Star Is Born	film
E14224	Carmen Argenziano	human
E14225	Anna Wintour	human
E14226	Mae C. Jemison	human
E14227	Utah Phillips	human
E14228	Scout Niblett	human
E14229	Marie-Jean-Léon d'Hervey de Saint Denys	human
E14230	Victor Hugo	human
E14231	The Pussycat Dolls	musical_group
E14232	Catalan	language
E14233	Norman Blake	human
E14234	Harry Potter and the Goblet of Fire	film
E14235	Seville	city
E14236	Robert Plant	human
E14237	Dragan Mićanović	human
E14238	Aarón Díaz	human
E14239	Russian Institute of Theatre Arts	university
E14240	Richard Plant	human
E14241	Lazy Lester	human
E14242	Bethesda	census_designated_place
E14243	Umberto Agnelli	human
E14244	Jacqueline Kim	human
E14245	Ludwig Rellstab	human
E14246	Haifa	municipality
E14247	Ansel Adams	human
E14248	Jamie Kennedy	human
E14249	Mario	human
E14250	Robert von Mohl	human
E14251	William F. Buckley, Jr.	human
E14252	Gayatri Chakravorty Spivak	human
E14253	Adam Curry	human
E14254	Amy March	literary_character
E14255	sociology	academic_major
E14256	Gabriela Adameșteanu	human
E14257	Curd Jürgens	human
E14258	Tom Shippey	human
E14259	Labrinth	human
E14260	André Heller	human
E14261	Rudolf Otto	human
E14262	Emma Cohen	human
E14263	Milton Van Dyke	human
E14264	Jules Vallès	human
E14265	Kenneth D. Cameron	human
E14266	Sean Kingston	human
E14267	Vera Wang	human
E14268	cello	necked_box_lutes_played_with_a_bow
E14269	Bob Hite	human
E14270	John Norum	human
E14271	Sibyl Moholy-Nagy	human
E14272	Eva Rueber-Staier	human
E14273	Raymond Carver	human
E14274	Nancy Cunard	human
E14275	Harald Leipnitz	human
E14276	Wilhelm Keppler	human
E14277	George Washington Goethals	human
E14278	Ricardo Flores Magón	human
E14279	John Hersey	human
E14280	Helsinki	city
E14281	astrologer	profession
E14282	Vanessa-Mae	human
E14283	Natalie Talmadge	human
E14284	Mara Wilson	human
E14285	Joy Harjo	human
E14286	Elizabeth Siddal	human
E14287	Marguerite Duras	human
E14288	Zalman King	human
E14289	Sarah Michelle Gellar	human
E14290	Jeremy Renner	human
E14291	Jónsi	human
E14292	Édouard Desor	human
E14293	Kurt Daluege	human
E14294	Clarence Holiday	human
E14295	Karl-Otto Koch	human
E14296	Theodor Vahlen	human
E14297	Hermann Wilhelm Ebel	human
E14298	Feist	human
E14299	Elena Venttsel	human
E14300	Vasil Bykaŭ	human
E14301	Chris Howland	human
E14302	Thomas Bach	human
E14303	Émile Proulx-Cloutier	human
E14304	Jean-Charles de Borda	human
E14305	Joe Bonamassa	human
E14306	psychiatrist	profession
E14307	Patrick Bruel	human
E14308	industrial music	music_genre
E14309	Reinhold Schneider	human
E14310	Otis Spann	human
E14311	Glenn Ford	human
E14312	Peter Frampton	human
E14313	Bronisław Geremek	human
E14314	Felix Philipp Kanitz	human
E14315	Joseph Conrad	human
E14316	Brandi Carlile	human
E14317	Theodor Leschetizky	human
E14318	Ludwig Berger	human
E14319	The Deer Hunter	film
E14320	Egberto Gismonti	human
E14321	Humphrey Bogart	human
E14322	Patricia Kennedy Lawford	human
E14323	Guido Görres	human
E14324	Pat Buchanan	human
E14325	James Dean	human
E14326	Michael Connelly	human
E14327	Elliot See	human
E14328	Helena Blavatsky	human
E14329	Tadeusz Reichstein	human
E14330	Massachusetts	state_of_the_united_states
E14331	Juggernaut	film
E14332	Walter Wreszinski	human
E14333	Wanted	film
E14334	Viktor Makeyev	human
E14335	Hildegard Knef	human
E14336	Richard Stallman	human
E14337	Transformers	film
E14338	Harry Anderson	human
E14339	Margaret Atwood	human
E14340	Yasmine Hamdan	human
E14341	Rupert Everett	human
E14342	Belarusian	language
E14343	Dredd	film
E14344	Totò	human
E14345	astrophysicist	profession
E14346	Julius Stinde	human
E14347	Glasgow	city
E14348	Mary Roberts Rinehart	human
E14349	death from AIDS-related complications	cause_of_death
E14350	Allen Ginsberg	human
E14351	Te Rangi Hīroa	human
E14352	Ulrich Rülein von Calw	human
E14353	Sergey Zalygin	human
E14354	Les Misérables	film
E14355	John O'Hara	human
E14356	Ignazio Silone	human
E14357	Loretta Lynn	human
E14358	Pawoł Nedo	human
E14359	Claude François	human
E14360	Melancholia	film
E14361	Cass Elliot	human
E14362	Tristan Bernard	human
E14363	Kurt Cobain	human
E14364	Zombieland	film
E14365	Erich Neumann	human
E14366	Thomas Brasch	human
E14367	Sapienza University of Rome	public_university
E14368	Frank Farian	human
E14369	Jacques de Morgan	human
E14370	Vittorio Mussolini	human
E14371	Olga Grjasnowa	human
E14372	Jacques Vallée	human
E14373	Burbank	city_of_the_united_states
E14374	Marty Stuart	human
E14375	Robert Kiyosaki	human
E14376	Renzo Rossellini	human
E14377	David Ogden Stiers	human
E14378	Mirwais	human
E14379	Ján Kollár	human
E14380	John Lee Hooker	human
E14381	John Chancellor	human
E14382	Aurelio Voltaire	human
E14383	Vladimir Mayakovsky	human
E14384	Def Jam Recordings	record_label
E14385	Ernő Rubik	human
E14386	Soko	human
E14387	Muriel Spark	human
E14388	Lonnie Mack	human
E14389	Anthony Head	human
E14390	Stephen Root	human
E14391	Helen Traubel	human
E14392	Humboldt University of Berlin	public_university
E14393	Hugo Junkers	human
E14394	Agostino Rocca	human
E14395	Matt Ridley	human
E14396	University of Toronto	public_research_university
E14397	Aleksandr Ptushko	human
E14398	Edgar Loening	human
E14399	Tony Orlando	human
E14400	Élisabeth Sophie Chéron	human
E14401	Jay Park	human
E14402	An Pierlé	human
E14403	botanist	profession
E14404	West Berlin	exclave
E14405	Danny Joe Brown	human
E14406	Eugen Richter	human
E14407	Tatyana Ali	human
E14408	Michael Mayr	human
E14409	Vicente Leñero	human
E14410	Anton LaVey	human
E14411	Liz Phair	human
E14412	Carl Weathers	human
E14413	Martina McBride	human
E14414	Anton Heinrich Springer	human
E14415	Julieta Venegas	human
E14416	Jean-Yves Berteloot	human
E14417	Gilbert du Motier, Marquis de Lafayette	human
E14418	folklorist	profession
E14419	Richard Patrick	human
E14420	Lil' Flip	human
E14421	Harvard College	college
E14422	Abraham Grace Merritt	human
E14423	Andrew Keen	human
E14424	Joseph Petzval	human
E14425	Eyvind Johnson	human
E14426	Sheldon Lee Glashow	human
E14427	Amanda Palmer	human
E14428	Violetta Villas	human
E14429	Kurt Eisner	human
E14430	Christina Rossetti	human
E14431	deism	relajaci_n
E14432	Warren Ellis	human
E14433	Eric Linklater	human
E14434	WC	human
E14435	Lucio Fulci	human
E14436	Gustavo Colonnetti	human
E14437	Emil Abderhalden	human
E14438	Teddy Pendergrass	human
E14439	An Wang	human
E14440	Dominican Republic	island_nation
E14441	Resident Evil: Retribution	3d_film
E14442	Miloš Crnjanski	human
E14443	performing arts	academic_discipline
E14444	Walter Helmut Fritz	human
E14445	Sandro Pertini	human
E14446	Marjorie Main	human
E14447	Jean Webster	human
E14448	Franklyn	film
E14449	Soh Jaipil	human
E14450	Frantz Reichel	human
E14451	Johann Gerhard	human
E14452	George Cleinow	human
E14453	Luxembourg	country
E14454	Hailee Steinfeld	human
E14455	Ivan Kovalchenko	human
E14456	Boris Johnson	human
E14457	Jason Robards	human
E14458	Ukrainians	ethnic_group
E14459	Dov Moran	human
E14460	Oberlin College	college
E14461	Agostino Scilla	human
E14462	Philipp Lenard	human
E14463	Erik Per Sullivan	human
E14464	Dennis Quaid	human
E14465	James Brown	human
E14466	Joel Coen	human
E14467	Miles Davis	human
E14468	Matthew Gregory Lewis	human
E14469	Urban VIII	human
E14470	Curtis Jones	human
E14471	Paula Abdul	human
E14472	Wilhelm Scherer	human
E14473	Carole King	human
E14474	Run Run Shaw	human
E14475	fantasy film	film_genre
E14476	Günther Kaufmann	human
E14477	Emil Anneke	human
E14478	Lajos Dóczi	human
E14479	Ingeborga Dapkūnaitė	human
E14480	Manès Sperber	human
E14481	Anthony Bourdain	human
E14482	Kathy Ireland	human
E14483	Conservatoire national supérieur de musique et de danse	conservatory
E14484	Hellboy	film
E14485	Ruth Bader Ginsburg	human
E14486	Brno	district_town
E14487	Hollywood Forever Cemetery	cemetery
E14488	Maria Böhmer	human
E14489	Evgeny Paton	human
E14490	James Mason	human
E14491	short story writer	profession
E14492	Augie Meyers	human
E14493	Jiří Weil	human
E14494	Philippe Flajolet	human
E14495	Václav Vladivoj Tomek	human
E14496	Jim O'Rourke	human
E14497	Paris Match	newspaper
E14498	Kavadarci	city
E14499	Tucson	big_city
E14500	David Gilmour	human
E14501	Haim Saban	human
E14502	Treaty on Open Skies	treaty
E14503	Hubert Parry	human
E14504	City Heat	film
E14505	Patrick Leonard	human
E14506	University of Wrocław	university
E14507	Aksel Hennie	human
E14508	John Forsythe	human
E14509	Fantasia 2000	anthology_film
E14510	Lidiia Seifullina	human
E14511	Koharu Kusumi	human
E14512	Choi Siwon	human
E14513	Marques Houston	human
E14514	Jozef Banáš	human
E14515	Saint Kitts and Nevis	state
E14516	Henry Louis Gates	human
E14517	Ramblin' Tommy Scott	human
E14518	Feliks Chernousko	human
E14519	Liberty	record_label
E14520	Nikolaï Petrov	human
E14521	Roland Emmerich	human
E14522	Nikolaj Michajlovitsch Kulagin	human
E14523	Hitonari Tsuji	human
E14524	Jean Grae	human
E14525	Balliol College	college_of_the_university_of_oxford
E14526	The Socialists' Memorial	cemetery
E14527	LaVern Baker	human
E14528	Walter Fabian	human
E14529	Westwood Village Memorial Park Cemetery	cemetery
E14530	Christiaan Snouck Hurgronje	human
E14531	The Wharton School	private_university
E14532	Bruce Chatwin	human
E14533	Gerard Way	human
E14534	Thomas Anders	human
E14535	American Academy of Dramatic Arts	private_not_for_profit_educational_institution
E14536	Gualtiero Galmanini	human
E14537	cartographer	profession
E14538	Adolf Wilbrandt	human
E14539	John Bowring	human
E14540	Joseph Addison	human
E14541	Koreans	ethnic_group
E14542	Alessandro Piperno	human
E14543	mythographer	occupation
E14544	David Newman	human
E14545	Bhumibol Adulyadej	monarch
E14546	astronomy	branch_of_science
E14547	Ernst Wiechert	human
E14548	Bobby Brown	human
E14549	The Sugarland Express	film
E14550	Lycée Janson-de-Sailly	lyc_e
E14551	Diana DeGarmo	human
E14552	Karl-Hermann Flach	human
E14553	mystery film	film_genre
E14554	Royal Physiographic Society in Lund	national_academy
E14555	Stephen Frears	human
E14556	Anton Yelchin	human
E14557	Kishore Kumar	human
E14558	Joanna García	human
E14559	Ray William Johnson	human
E14560	The French Connection	film
E14561	art critic	profession
E14562	indie pop	music_genre
E14563	Arthur Balfour	human
E14564	Georg Büchner	human
E14565	Frédéric Passy	human
E14566	Busta Rhymes	human
E14567	S. Ansky	human
E14568	Hinrich Nitsche	human
E14569	Spanish Royal Academy of Sciences	academy_of_sciences
E14570	BMG Rights Management	music_publishing_company
E14571	Kid Rock	human
E14572	Steven Pinker	human
E14573	Willibald Alexis	human
E14574	Bushido	human
E14575	George Ellery Hale	human
E14576	Parker Posey	human
E14577	Porongas Fritas	human
E14578	Fritz Reiner	human
E14579	What's Your Number?	film
E14580	Rudolf Vierhaus	human
E14581	Danish	language
E14582	Tim Russert	human
